username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags,tweets_cleaned,polarity,subjectivity,positive,negative,neutral,sentiment
WGXC,"WGXC 90.7-FM is a listener-supported, hands-on community media org, covering Troy to Poughkeepsie, Middleburgh to Great Barrington.  https://t.co/8FekqQk5sw","Hudson Valley, Catskills, NY",3331,2787,54422,2009-07-18 21:37:49,2020-12-10 20:21:36,1,"Areas that will be served by Starlink include places like Berne, Westerlo and Rensselaerville, as well as a small sliver of the Port of Albany on the Hudson River. https://t.co/Q7w2Q8MeNB",[],area serve starlink include place like berne westerlo rensselaerville small sliver port albany hudson river https://t.co/q7w2q8menb,-0.25,0.4,0.143,0.0,0.857,neutral
Ohdeary3,,,1,14,452,2020-01-06 13:56:20,2020-12-10 20:18:31,0,"BREAKING NEWS:
Elon Musk is keeping hold of HIS wreckage. ;)",[],breaking news elon musk keep hold wreckage,0.0,0.0,0.0,0.0,1.0,neutral
MJVal1,"#TRUMP🇺🇸#MAGA🇺🇸#CPAC2020,#BuildtheWall,1A,2A , #Flotus #hispanic4Trump,I support our true heroes Veterans,Police,Fireman #VoteRed2020,",NJ/NY USA ,6619,6690,14646,2016-02-10 02:17:08,2020-12-10 20:16:10,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/q5mfQxhfRL via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/q5mfqxhfrl @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
MarDoonMan,International purveyor of truth and reason. Silence is Foo! Trivia Master #wabisabi #KAG #1A #2A,"California, USA",4879,2771,14194,2009-08-12 15:53:44,2020-12-10 20:15:26,0,"PROGRESS: Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/hdDwRoIXQ9 via @TheBabylonBee",[],progress immediately move texas elon musk announce tesla ar-15 https://t.co/hddwroixq9 @thebabylonbee,0.0,0.0,0.219,0.0,0.781,neutral
Leoorte26822992,,,829,229,2904,2017-08-21 21:40:25,2020-12-10 20:15:19,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/AIs7QmZtce via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/ais7qmztce @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
SteveCase,Chairman of @Revolution. Chairman of @CaseFoundation. Chair of @Smithsonian. Co-founder of @AOL. Author of @ThirdWaveBook. Champion of @RiseOfRest.,Washington DC,5956,734695,59911,2007-06-10 05:23:46,2020-12-10 20:14:01,70,"Elon Musk announces he is leaving Silicon Valley for Texas, and predicts the tech hotspot could lose its influence https://t.co/8Za5ONErcX",[],elon musk announce leave silicon valley texas predict tech hotspot lose influence https://t.co/8za5onercx,0.0,0.0,0.0,0.262,0.738,neutral
ALLREDToDoRoJo,"#ANONYMOUS #OCCUPY 
THE FIRST DUTY OF A REVOLUTIONIST IS TO GET AWAY WITH IT 
#FreeANONs #FreeLeonardPeltier
#BlackLivesMatter","NY,NY-SF,CA-ALL POINTS BETWEEN",4521,4178,210205,2011-09-07 20:06:14,2020-12-10 20:11:21,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/xhf90kjS78 via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/xhf90kjs78 @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
nj_blair,,,98,21,908,2011-05-16 08:48:22,2020-12-10 20:10:28,0,Elon Musk Trashes The MBA — And Faces An Immediate Backlash https://t.co/M864UTqPF2,[],elon musk trash mba face immediate backlash https://t.co/m864utqpf2,0.0,0.0,0.0,0.0,1.0,neutral
Anewhomestar,Proud American. Charter Member of the Vast Right Wing Conspiracy. SAR. #MAGA,,5762,5298,103265,2010-09-28 22:19:11,2020-12-10 20:08:08,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/oYYxuieyet",[],immediately move texas elon musk announce tesla ar-15 https://t.co/oyyxuieyet,0.0,0.0,0.0,0.0,1.0,neutral
myrubypearl,"Martin Luther King, Jr famously said There's no hotter place in Hell than for people who remain neutral in times of conflict. This is a time of moral conflict","Dallas, TX",1974,1911,21276,2014-01-08 00:39:24,2020-12-10 20:04:11,0,@GregAbbott_TX @elonmusk Elon Musk’s SpaceX May Use Eminent Domain to Force Texans to Relocate https://t.co/QWeELMVar2,[],@gregabbott_tx @elonmusk elon musk spacex use eminent domain force texans relocate https://t.co/qweelmvar2,0.0,0.0,0.0,0.0,1.0,neutral
keithpena2,,,1014,148,5951,2012-06-28 22:12:30,2020-12-10 20:02:57,0,"Elon Musk’s week of pot smoking and wild emails, explained https://t.co/3AhKjvkqXR via @voxdotcom",[],elon musk week pot smoking wild email explain https://t.co/3ahkjvkqxr @voxdotcom,0.1,0.4,0.0,0.0,1.0,neutral
ValenzuelaPost,Global Business Trends and Financial News,"Toronto, Ontario",56,77,77443,2015-06-10 05:01:33,2020-12-10 20:02:53,0,"In One Chart: Here’s the case for Elon Musk, Warren Buffett and the rest of America’s billionaires sending $3,000 stimulus checks to everybody https://t.co/UhhpBq6EeS",[],"chart case elon musk warren buffett rest america billionaire send $ 3,000 stimulus check everybody https://t.co/uhhpbq6ees",0.0,0.0,0.0,0.0,1.0,neutral
itturningpoint,,"Fife, Scotland",160,595,21209,2010-08-30 19:03:28,2020-12-10 20:00:03,0,Elon Musk's Starship takes to the skies https://t.co/Dy0uH7jJi1,[],elon musk starship take sky https://t.co/dy0uh7jji1,0.0,0.0,0.0,0.0,1.0,neutral
silivatechnews,,,0,6,13496,2013-12-03 16:33:15,2020-12-10 20:00:02,0,Elon Musk's Starship takes to the skies https://t.co/AoNEaP4QQq,[],elon musk starship take sky https://t.co/aoneap4qqq,0.0,0.0,0.0,0.0,1.0,neutral
CrimesElon,Following the Tesla criminal enterprise from Europe.,,159,105,2704,2019-12-14 12:07:59,2020-12-10 19:59:58,0,@Enforce_Update @SEC_Enforcement @SEC_News What about all of Elon Musk’s lies? Did SEC enforce ANYTHING???,[],@enforce_update @sec_enforcement @sec_news elon musk lie sec enforce,-0.1,0.6,0.0,0.0,1.0,neutral
RadioBlackOn,The Best R&B station on the PLANET!,"Indianapolis, IN",1757,745,246535,2015-12-28 20:58:17,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/aUUfeyDbrV #MERIWEATHERASSOC https://t.co/6CQTUtKqE8,"[{'text': 'MERIWEATHERASSOC', 'indices': [84, 101]}]",elon musk seek raise $ 5 billion sell tesla stock https://t.co/auufeydbrv meriweatherassoc https://t.co/6cqtutkqe8,0.0,0.0,0.0,0.0,1.0,neutral
valley_design,"Small business website design, maintenance, and support of Wordpress websites.",19006,38,64,26446,2019-03-17 15:17:53,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/Q9J4ncjE8b https://t.co/AAxpH9sipv,[],elon musk seek raise $ 5 billion sell tesla stock https://t.co/q9j4ncje8b https://t.co/aaxph9sipv,0.0,0.0,0.0,0.0,1.0,neutral
ronmc1,Networker for 26 years! Lets go,Canada,21159,19424,271538,2009-05-17 19:40:14,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/2wPaSbTcIu https://t.co/h94QQUa2W8,[],elon musk seek raise $ 5 billion sell tesla stock https://t.co/2wpasbtciu https://t.co/h94qqua2w8,0.0,0.0,0.0,0.0,1.0,neutral
dragonadvantage,"https://t.co/SVC33Q1ECm

Digital Marketing  SEO","New Jersey, USA",0,70,82657,2017-10-18 02:06:49,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/mzU1FnjmTD https://t.co/OGTSLENF0r,[],elon musk seek raise $ 5 billion sell tesla stock https://t.co/mzu1fnjmtd https://t.co/ogtslenf0r,0.0,0.0,0.0,0.0,1.0,neutral
dougbrownDBA,"Sr. Database Architect, I like Big Data, RDBMS, Nosql databases
#BigData #DougBrownBData #DougBrownDBA #DataScience #DaD #Nosql #SME",,1676,858,85572,2011-04-17 23:17:14,2020-12-10 19:55:32,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/aFDKf3syHP #Business #Startup #Success https://t.co/sKBWHOqBTH,"[{'text': 'Business', 'indices': [84, 93]}, {'text': 'Startup', 'indices': [94, 102]}, {'text': 'Success', 'indices': [103, 111]}]",elon musk seek raise $ 5 billion sell tesla stock https://t.co/afdkf3syhp business startup success https://t.co/skbwhoqbth,0.3,0.0,0.209,0.0,0.791,neutral
FoundersGyan,Inspiring Entrepreneurs,India,10893,10472,151464,2015-08-15 13:01:56,2020-12-10 19:55:32,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/SDLpolT8pr https://t.co/HyrarmacXQ,[],elon musk seek raise $ 5 billion sell tesla stock https://t.co/sdlpolt8pr https://t.co/hyrarmacxq,0.0,0.0,0.0,0.0,1.0,neutral
theWPMyth,"🇺🇸 🇨🇦 🇬🇧 🇦🇺 🇵🇱 🇮🇱 🇭🇺
Freedom🧡@JosephJFlynn1 @ScottBaio @RealGinodarmo @codeofvets @CraigRSawyer @RealEricCarmen @LLinWood @Solmemes1",Living In Reality,3199,3697,84970,2020-01-24 02:09:56,2020-12-10 19:55:29,0,"😂🤣🤣😂🤣
It's going to be an awesome one! 

Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15
https://t.co/czgAkmE9kE via @TheBabylonBee",[],😂 🤣 🤣 😂 🤣 go awesome immediately move texas elon musk announce tesla ar-15 https://t.co/czgakme9ke @thebabylonbee,1.0,1.0,0.394,0.07,0.536,neutral
JackNason4,"born drayton valley and wildwood alberta..1955.single mother then adopted.worked since 15,started in NWT. did some schooling in hayriver NWT.graduated HS.",,1197,493,3594,2020-01-13 04:04:48,2020-12-10 19:53:50,0,I think elon musk issued a warning...this is like a breex stock..totally salted time to short out https://t.co/Qkm9cQPIwH,[],think elon musk issue warning like breex stock totally salted time short https://t.co/qkm9cqpiwh,0.0,0.525,0.157,0.151,0.692,neutral
ZarathushtraBC,"Zoroaster, also known as Zarathustra, Zarathushtra Spitama.I’m ancient spiritual leader who founded what is now known as Zoroastrianism #Justice4Navid #MAGA2020",Earth,3563,949,47726,2020-04-04 20:46:51,2020-12-10 19:51:59,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 | The Babylon Bee https://t.co/LrIi8T0IS0",[],immediately move texas elon musk announce tesla ar-15 | babylon bee https://t.co/lrii8t0is0,0.0,0.0,0.0,0.0,1.0,neutral
CovenantMan32,Desert Storm Veteran. I believe in GOD and the CONSTITUTION of the UNITED STATES of AMERICA. My Oath of Enlistment has No expiration date 😎,"Mobile, Alabama",5001,3628,2594,2012-03-24 18:45:11,2020-12-10 19:49:09,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 | The Babylon Bee

EXERCISE YOUR 2ND AMENDMENT RIGHT 😎 https://t.co/6IodxxGaCb",[],immediately move texas elon musk announce tesla ar-15 | babylon bee exercise 2nd amendment right 😎 https://t.co/6iodxxgacb,0.14285714285714285,0.26785714285714285,0.136,0.0,0.864,neutral
ChristianVCFirm,Christian Venture Capital is a Christian VC Firm™ focusing on innovative tech ventures with high growth potential that can impact the Body of Christ worldwide.,Silicon Valley & Worldwide,22,751,49095,2015-03-20 06:24:53,2020-12-10 19:49:02,2,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/0tc05wywZV #FaithDrivenVentureCapital #FaithDrivenInvestors #FaithDrivenEntrepreneurs,"[{'text': 'FaithDrivenVentureCapital', 'indices': [103, 129]}]",elon musk seek raise $ 5 billion sell tesla stock https://t.co/0tc05wywzv faithdrivenventurecapital faithdriveninvestor faithdrivenentrepreneur,0.0,0.0,0.0,0.0,1.0,neutral
KurtBW_News,"Behind the scenes (now) at WTRF - TV.  Former digital journalist with interest in national security. Retweets ≠ endorsement.  Opinions mine, not employer's.","Wheeling, WV",1229,1334,50600,2011-12-27 01:03:08,2020-12-10 19:48:51,0,"One must wonder if Elon Musk is saying to himself, ""What did I get myself into with this plant?"" https://t.co/n23DGBsdNs",[],wonder elon musk say plant https://t.co/n23dgbsdns,0.0,0.0,0.0,0.0,1.0,neutral
bizsolutionsvcs,BS&S is a private lending firm that provides A-D credit entrepreneurs access to business capital and is currently adding companies to its portfolio.,"Henderson, NV",8,45,26979,2017-11-18 00:01:13,2020-12-10 19:48:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/7FyFJ6S2CO https://t.co/W3F9JGrA0n,[],elon musk seek raise $ 5 billion sell tesla stock https://t.co/7fyfj6s2co https://t.co/w3f9jgra0n,0.0,0.0,0.0,0.0,1.0,neutral
ahmed_serougi,Hosting & Cloud Product Manager at Orange Egypt. Former Chairman of TekEgy SAE.,"Cairo, Egypt",228,108,83260,2016-06-25 14:16:18,2020-12-10 19:48:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/8CFCOCXrPh #mrahmedserougi https://t.co/DyLqa3fmz4,"[{'text': 'mrahmedserougi', 'indices': [84, 99]}]",elon musk seek raise $ 5 billion sell tesla stock https://t.co/8cfcocxrph mrahmedserougi https://t.co/dylqa3fmz4,0.0,0.0,0.0,0.0,1.0,neutral
ConnorPreston3,I am a Time clerk,"BRADLEY, UK",15,33,21784,2012-04-18 09:25:30,2020-12-10 19:47:32,0,Elon Musk's Starship takes to the skies https://t.co/889VmMY5dr,[],elon musk starship take sky https://t.co/889vmmy5dr,0.0,0.0,0.0,0.0,1.0,neutral
DigitalAmoeba,"Senior Web & UI designer working @BT_UK. Sometimes Podcaster. Avid fan of Tech, Gadgets, Photography, Architecture & Space. Opinions all my own.","Cardiff, UK",808,754,22829,2009-07-01 09:07:38,2020-12-10 19:47:19,0,"A mostly successful test, before #RUD (Rapid Unscheduled Disassembly) on landing &gt; Elon Musk's #SpaceX #Starship prototype makes a big impact https://t.co/X8VM0f7Jkg","[{'text': 'RUD', 'indices': [33, 37]}, {'text': 'SpaceX', 'indices': [98, 105]}, {'text': 'Starship', 'indices': [106, 115]}]",successful test rud rapid unscheduled disassembly landing gt elon musk spacex starship prototype make big impact https://t.co/x8vm0f7jkg,0.375,0.525,0.282,0.0,0.718,neutral
BelderCedric,"Tesla owner and fan, love space, science and politics!","Ontario, Canada",157,45,1354,2018-01-29 22:43:23,2020-12-10 19:46:00,0,"Elon Musk on the problem with corporate America: ‘Too many MBAs’ - CNBC

""get out there on the goddamn front line and show them that you care, and that you're not just in some plush office somewhere.""

⁦@elonmusk⁩ 🤘#Respect  https://t.co/oBJC1LCauK","[{'text': 'Respect', 'indices': [215, 223]}]",elon musk problem corporate america mba cnbc goddamn line care plush office ⁦@elonmusk⁩ 🤘 respect https://t.co/objc1lcauk,0.0,0.0,0.232,0.214,0.554,neutral
R0693372217,☭Hate capitalism ☭,,870,128,7101,2019-12-30 16:48:06,2020-12-10 19:45:42,0,"This is how the news should report it : 

After a failed attempt of coup in Bolivia , Elon Musk tries to dig the hole furthur by claiming to colonise mars. https://t.co/mFoAGxCdAc https://t.co/mwn96gZylM",[],news report failed attempt coup bolivia elon musk try dig hole furthur claim colonise mars https://t.co/mfoagxcdac https://t.co/mwn96gzylm,-0.5,0.3,0.0,0.171,0.829,neutral
R0693372217,☭Hate capitalism ☭,,870,128,7101,2019-12-30 16:48:06,2020-12-10 19:45:01,0,"@elonmusk This is how the news should report it : 

After a failed attempt of coup in Bolivia , Elon Musk tries to dig the hole furthur by claiming to colonise mars. https://t.co/mFoAGxCdAc",[],@elonmusk news report failed attempt coup bolivia elon musk try dig hole furthur claim colonise mars https://t.co/mfoagxcdac,-0.5,0.3,0.0,0.171,0.829,neutral
CharlesTStella,"Presentation Specialist in NYC (Brooklyn roots, living in NJ). MBA in Finance & Marketing. @presentguild member. #GBSsurvivor, BFS fighter, #BillsMafia","Bloomfield, NJ",1194,715,3317,2013-03-17 00:15:16,2020-12-10 19:44:38,0,"More ammunition for anti-PPT people:

""I just honestly would recommend to anyone listening...just spend less time in meeting[s], less time on PowerPoint presentations, less time on spreadsheets and more time on the factory floor or time with customers.""

https://t.co/wuqAHvvSOy",[],ammunition anti ppt people honestly recommend listen spend time meeting[s time powerpoint presentation time spreadsheet time factory floor time customer https://t.co/wuqahvvsoy,0.6,0.9,0.213,0.089,0.698,neutral
maid_cj,ugh,"New Hampshire, USA",839,558,15264,2016-08-15 23:15:13,2020-12-10 19:39:04,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/npcocsxPGH via @TheBabylonBee",[],immediately move texas elon musk announce tesla ar-15 https://t.co/npcocsxpgh @thebabylonbee,0.0,0.0,0.0,0.0,1.0,neutral
DellHostingUK,,,10,16,6889,2015-05-19 15:15:51,2020-12-10 19:38:02,0,Elon Musk's Starship takes to the skies https://t.co/2gGZpjNO1J,[],elon musk starship take sky https://t.co/2ggzpjno1j,0.0,0.0,0.0,0.0,1.0,neutral
digitaljobdone,,,0,16,9351,2015-12-03 10:18:29,2020-12-10 19:38:01,0,Elon Musk's Starship takes to the skies https://t.co/6CKsGHFfvA,[],elon musk starship take sky https://t.co/6cksghffva,0.0,0.0,0.0,0.0,1.0,neutral
banddcole,"Good Tidings & Partnerships Lead @IntoGamesHQ | @YearHere Alumni | King of Party Games

Waiting for Fuzion Frenzy 2 Remastered",Inverness,527,310,1049,2010-11-07 18:39:36,2020-12-10 19:35:23,0,Great read but honestly this makes me feel physically sick https://t.co/aGbjLgA3H1,[],great read honestly make feel physically sick https://t.co/agbjlga3h1,0.22857142857142854,0.8357142857142857,0.461,0.214,0.325,positive
bsfhubb235vfawq,,"Houilles, France",599,116,22696,2020-06-05 14:58:00,2020-12-10 19:34:51,13,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany https://t.co/MjEL8kx3JT,[],tesla beat legal challenge threaten delay elon musk plan build electric car factory germany https://t.co/mjel8kx3jt,0.2,0.2,0.15,0.262,0.588,neutral
