username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
kriseno,#BeTheLight 🔥 #SaveOurOceans #BanPlasticWaste 🐋🐳🐬🐟🐠#ReduceReuseRepurposeRepairRecycle ♻️ #EndFossilFuel #GoSolar #WindPower #TaxCarbon #PlantTrees 🌱🌲🌳,,47,279,29454,2008-10-15 22:24:26,2020-12-10 20:31:20,0,"The wisdom of @ElonMusk too many MBAs looking at numbers in 📊 &amp; not enough engineers solving real problems. It's the reason America's stock market 📈while manufacturing 📉 and factories move offshore. Energy is where your attention is focused.

https://t.co/E4Z74aqfL7",[]
foxfiresix,Zen CyberPunk Polyglot Hillbilly.  WTF hap'd to USA?!  Follow the money.  #TransnationalOrganizedCrime Corruption/Politics/Tech/BioTech/Freedom of Speech/Press.,Our World,11814,11759,5898,2014-01-23 17:45:28,2020-12-10 20:31:03,0,"Is a landing on Mars just 2 years away?

https://t.co/GWcRETVNCw",[]
aslakr,👨🏼‍💻,"Trondheim, Norway",3936,1152,64165,2007-11-09 19:08:58,2020-12-10 20:29:36,170,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/lQJ5RqTa4U via @business,[]
tonicoleman1,Resister. Love late night talk shows highlighting POTUS idoiosy.,"Lake Havasu City, AZ",268,61,1164,2009-03-28 01:55:53,2020-12-10 20:29:04,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
jimlallen135,"Retired Admin/Educator. Likes Photography, Hunting, Fishing,Camping, and OKC Thunder. Proud Veteran.","Conway, AR",1474,804,13882,2011-06-09 23:26:58,2020-12-10 20:28:34,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/3RWns57u3t via @TheBabylonBee",[]
SheikhHarisTar1,Iubianz😎😋,,222,9,97,2020-12-06 09:33:05,2020-12-10 20:28:15,57,"This news is like:

#Russia 🇷🇺 #Moscow to #StPetersburg
#Germany 🇩🇪 #Berlin to #Munich
#India 🇮🇳 #Mumbai to #Delhi
#Singapore 🇸🇬 #Jurong to #PasirRis 

List goes on... 😹🤷‍♂️

https://t.co/uXrD4lqM0d

@Forbes @elonmusk #ElonMusk #Forbes @Tesla @SpaceX #California #Texas ☓.com","[{'text': 'Russia', 'indices': [37, 44]}, {'text': 'Moscow', 'indices': [48, 55]}, {'text': 'StPetersburg', 'indices': [59, 72]}, {'text': 'Germany', 'indices': [73, 81]}, {'text': 'Berlin', 'indices': [85, 92]}, {'text': 'Munich', 'indices': [96, 103]}, {'text': 'India', 'indices': [104, 110]}, {'text': 'Mumbai', 'indices': [114, 121]}, {'text': 'Delhi', 'indices': [125, 131]}]"
PyTTootie,Know Thyself and All will Be Revealed 🌞💎👑,5th Demension Consiousness  ,380,710,7668,2009-10-08 18:09:54,2020-12-10 20:28:04,0,Elon Musk Announces Tesla AR-15 | He is not about that Dictatorship Life on the People Although he’s a Billionaire. He’s a True Patriot!  https://t.co/V0nZCqu7Lf,[]
A_GlobalCitizen,"Opened up my eyes, shit I’m finally awake good morning #BlackLivesMatter",,1991,1313,142649,2011-03-24 04:25:49,2020-12-10 20:27:43,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
rockoftalk,"Rock of Talk™️ | https://t.co/Br7uDzMl4E | ABQ.NM.USA | @rockoftalk WORLDWIDE | “I did not commit suicide"" | ✝️ #abqfm #rockoftalk #ABQ #NM #tcot #nmpol","Albuquerque, New Mexico - USA",4511,9734,38123,2011-12-19 21:17:22,2020-12-10 20:27:08,0,https://t.co/439sSOWNug - https://t.co/pCW4lMzQJf News Radio  - Elon Musk says he has moved to Texas because of Starship and Tesla Gigafactory https://t.co/7JhgUowRql - #abqfm #rockoftalk #ABQ #NM #tcot #nmpol #newsabq,"[{'text': 'abqfm', 'indices': [169, 175]}, {'text': 'rockoftalk', 'indices': [176, 187]}, {'text': 'ABQ', 'indices': [188, 192]}, {'text': 'NM', 'indices': [193, 196]}, {'text': 'tcot', 'indices': [197, 202]}, {'text': 'nmpol', 'indices': [203, 209]}, {'text': 'newsabq', 'indices': [210, 218]}]"
McGurlProblems,If there isn't breakfast food I'm not going.,,617,371,7119,2012-05-21 03:00:13,2020-12-10 20:26:18,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
jason_koebler,I love the internet :( EIC @motherboard // jason@motherboard.tv Signal: 202-505-1702,ESR,2158,26719,8462,2008-10-13 01:03:28,2020-12-10 20:25:54,170,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/lQJ5RqTa4U via @business,[]
BlueLakesMC1,Masculinity is not toxic: Character over Color: All Labs Matter: Decent Humans Matter Too: Most bombshells are duds.,,433,76,6293,2020-05-24 12:13:44,2020-12-10 20:25:49,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/JLH4AXXIYk via @TheBabylonBee",[]
brujeff77,Keep America Great ! 2020 🇺🇸            #ParadiseStrong #MAGA,,14111,17164,145587,2015-10-13 19:16:44,2020-12-10 20:24:43,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 😂 https://t.co/ZmHVvlGni9 via @TheBabylonBee",[]
Dreb26,,Houston,171,44,4900,2012-10-15 00:03:30,2020-12-10 20:23:21,0,"@SignsClear @Vets4AP @RashidaTlaib Regarding Elon Musk, that’s just a cult type of stock. While the company is doing better and turning a profit now, the stock has the support of so many that like the move to electric and that’s embodied by Tesla. Supply and Demand of the stock caused that rise.",[]
WGXC,"WGXC 90.7-FM is a listener-supported, hands-on community media org, covering Troy to Poughkeepsie, Middleburgh to Great Barrington.  https://t.co/8FekqQk5sw","Hudson Valley, Catskills, NY",3331,2787,54422,2009-07-18 21:37:49,2020-12-10 20:21:36,1,"Areas that will be served by Starlink include places like Berne, Westerlo and Rensselaerville, as well as a small sliver of the Port of Albany on the Hudson River. https://t.co/Q7w2Q8MeNB",[]
purrfection2015,Civility in the face of evil is no virtue.   Anger in the face of fascism is no vice.,MN CD2,539,672,82909,2016-01-13 07:48:07,2020-12-10 20:20:41,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
Ohdeary3,,,1,14,452,2020-01-06 13:56:20,2020-12-10 20:18:31,0,"BREAKING NEWS:
Elon Musk is keeping hold of HIS wreckage. ;)",[]
SadiaKhan0024,"Tea doesn't go to your stomach, it directly goes to your heart... 💖✨",,147,10,198,2020-12-02 15:07:14,2020-12-10 20:18:18,57,"This news is like:

#Russia 🇷🇺 #Moscow to #StPetersburg
#Germany 🇩🇪 #Berlin to #Munich
#India 🇮🇳 #Mumbai to #Delhi
#Singapore 🇸🇬 #Jurong to #PasirRis 

List goes on... 😹🤷‍♂️

https://t.co/uXrD4lqM0d

@Forbes @elonmusk #ElonMusk #Forbes @Tesla @SpaceX #California #Texas ☓.com","[{'text': 'Russia', 'indices': [37, 44]}, {'text': 'Moscow', 'indices': [48, 55]}, {'text': 'StPetersburg', 'indices': [59, 72]}, {'text': 'Germany', 'indices': [73, 81]}, {'text': 'Berlin', 'indices': [85, 92]}, {'text': 'Munich', 'indices': [96, 103]}, {'text': 'India', 'indices': [104, 110]}, {'text': 'Mumbai', 'indices': [114, 121]}, {'text': 'Delhi', 'indices': [125, 131]}]"
FischerJ_CTE,"Politics is no longer divided between right and left, but between those who want to think for themselves and those who want to control how people think.","Rosedale, CA",57,74,9432,2017-01-04 17:18:37,2020-12-10 20:18:12,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
MJVal1,"#TRUMP🇺🇸#MAGA🇺🇸#CPAC2020,#BuildtheWall,1A,2A , #Flotus #hispanic4Trump,I support our true heroes Veterans,Police,Fireman #VoteRed2020,",NJ/NY USA ,6619,6690,14646,2016-02-10 02:17:08,2020-12-10 20:16:10,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/q5mfQxhfRL via @TheBabylonBee",[]
jcneyre,"no justice, no peace","Massachusetts, USA",560,147,17285,2011-12-23 23:06:48,2020-12-10 20:15:46,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
MarDoonMan,International purveyor of truth and reason. Silence is Foo! Trivia Master #wabisabi #KAG #1A #2A,"California, USA",4879,2771,14194,2009-08-12 15:53:44,2020-12-10 20:15:26,0,"PROGRESS: Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/hdDwRoIXQ9 via @TheBabylonBee",[]
Leoorte26822992,,,829,229,2904,2017-08-21 21:40:25,2020-12-10 20:15:19,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/AIs7QmZtce via @TheBabylonBee",[]
S__Faust,,Texas,312,88,31268,2011-05-08 22:05:12,2020-12-10 20:15:06,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
SteveCase,Chairman of @Revolution. Chairman of @CaseFoundation. Chair of @Smithsonian. Co-founder of @AOL. Author of @ThirdWaveBook. Champion of @RiseOfRest.,Washington DC,5956,734695,59911,2007-06-10 05:23:46,2020-12-10 20:14:01,70,"Elon Musk announces he is leaving Silicon Valley for Texas, and predicts the tech hotspot could lose its influence https://t.co/8Za5ONErcX",[]
Aliio06078644,,,199,8,118,2020-11-11 15:45:18,2020-12-10 20:13:08,57,"This news is like:

#Russia 🇷🇺 #Moscow to #StPetersburg
#Germany 🇩🇪 #Berlin to #Munich
#India 🇮🇳 #Mumbai to #Delhi
#Singapore 🇸🇬 #Jurong to #PasirRis 

List goes on... 😹🤷‍♂️

https://t.co/uXrD4lqM0d

@Forbes @elonmusk #ElonMusk #Forbes @Tesla @SpaceX #California #Texas ☓.com","[{'text': 'Russia', 'indices': [37, 44]}, {'text': 'Moscow', 'indices': [48, 55]}, {'text': 'StPetersburg', 'indices': [59, 72]}, {'text': 'Germany', 'indices': [73, 81]}, {'text': 'Berlin', 'indices': [85, 92]}, {'text': 'Munich', 'indices': [96, 103]}, {'text': 'India', 'indices': [104, 110]}, {'text': 'Mumbai', 'indices': [114, 121]}, {'text': 'Delhi', 'indices': [125, 131]}]"
StakeAndEgg,,,435,113,10648,2019-02-08 11:17:53,2020-12-10 20:11:29,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
wilburmeinen,I Drink,DTLA,3799,755,49560,2008-05-09 23:45:48,2020-12-10 20:11:28,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
ALLREDToDoRoJo,"#ANONYMOUS #OCCUPY 
THE FIRST DUTY OF A REVOLUTIONIST IS TO GET AWAY WITH IT 
#FreeANONs #FreeLeonardPeltier
#BlackLivesMatter","NY,NY-SF,CA-ALL POINTS BETWEEN",4521,4178,210205,2011-09-07 20:06:14,2020-12-10 20:11:21,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/xhf90kjS78 via @TheBabylonBee",[]
HarleyVicQuinn,"Active member, League of Women Voters, Democracy for America #1MillionVeteransMarch",,449,843,78838,2016-09-24 15:38:47,2020-12-10 20:11:14,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
nj_blair,,,98,21,908,2011-05-16 08:48:22,2020-12-10 20:10:28,0,Elon Musk Trashes The MBA — And Faces An Immediate Backlash https://t.co/M864UTqPF2,[]
MattSoukup2,"Party Animal Extraordinaire -  Fun ,  Sexy  - Single",,536,288,7523,2020-03-10 04:33:49,2020-12-10 20:09:23,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Rayyan54888872,,,162,13,96,2020-12-02 14:19:46,2020-12-10 20:09:20,57,"This news is like:

#Russia 🇷🇺 #Moscow to #StPetersburg
#Germany 🇩🇪 #Berlin to #Munich
#India 🇮🇳 #Mumbai to #Delhi
#Singapore 🇸🇬 #Jurong to #PasirRis 

List goes on... 😹🤷‍♂️

https://t.co/uXrD4lqM0d

@Forbes @elonmusk #ElonMusk #Forbes @Tesla @SpaceX #California #Texas ☓.com","[{'text': 'Russia', 'indices': [37, 44]}, {'text': 'Moscow', 'indices': [48, 55]}, {'text': 'StPetersburg', 'indices': [59, 72]}, {'text': 'Germany', 'indices': [73, 81]}, {'text': 'Berlin', 'indices': [85, 92]}, {'text': 'Munich', 'indices': [96, 103]}, {'text': 'India', 'indices': [104, 110]}, {'text': 'Mumbai', 'indices': [114, 121]}, {'text': 'Delhi', 'indices': [125, 131]}]"
timesunion,"Getting to the heart of stories that matter to New York’s Capital Region, one tweet at a time.","Albany, NY",2140,101715,72475,2008-11-17 19:56:47,2020-12-10 20:08:41,1,"Areas that will be served by Starlink include places like Berne, Westerlo and Rensselaerville, as well as a small sliver of the Port of Albany on the Hudson River. https://t.co/Q7w2Q8MeNB",[]
Anewhomestar,Proud American. Charter Member of the Vast Right Wing Conspiracy. SAR. #MAGA,,5762,5298,103265,2010-09-28 22:19:11,2020-12-10 20:08:08,0,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/oYYxuieyet",[]
davidjoachim,"Everyone needs an editor | Senior Investigations Editor, Bloomberg | Ex-NYT | Ex-GWU adjunct | @SyracuseComm + @stonybrooku | Opinions are all mine | DMs open","New York, NY",5708,17520,57455,2009-04-29 22:55:02,2020-12-10 20:07:39,46,"🚀 EXCLUSIVE: Bezos and Musk, the world’s richest men, committed billions to a private space race

Now they're eligible for an extra boost from the federal government: a tax break intended to help poor communities

https://t.co/ukTDOfmrAC @davidkski @business https://t.co/7tEivBRMAW",[]
myrubypearl,"Martin Luther King, Jr famously said There's no hotter place in Hell than for people who remain neutral in times of conflict. This is a time of moral conflict","Dallas, TX",1974,1911,21276,2014-01-08 00:39:24,2020-12-10 20:04:11,0,@GregAbbott_TX @elonmusk Elon Musk’s SpaceX May Use Eminent Domain to Force Texans to Relocate https://t.co/QWeELMVar2,[]
keithpena2,,,1014,148,5951,2012-06-28 22:12:30,2020-12-10 20:02:57,0,"Elon Musk’s week of pot smoking and wild emails, explained https://t.co/3AhKjvkqXR via @voxdotcom",[]
ValenzuelaPost,Global Business Trends and Financial News,"Toronto, Ontario",56,77,77443,2015-06-10 05:01:33,2020-12-10 20:02:53,0,"In One Chart: Here’s the case for Elon Musk, Warren Buffett and the rest of America’s billionaires sending $3,000 stimulus checks to everybody https://t.co/UhhpBq6EeS",[]
JustBKurz,I like people whom don’t much like people.,United States,291,82,3149,2009-06-03 03:15:32,2020-12-10 20:01:29,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
itturningpoint,,"Fife, Scotland",160,595,21209,2010-08-30 19:03:28,2020-12-10 20:00:03,0,Elon Musk's Starship takes to the skies https://t.co/Dy0uH7jJi1,[]
silivatechnews,,,0,6,13496,2013-12-03 16:33:15,2020-12-10 20:00:02,0,Elon Musk's Starship takes to the skies https://t.co/AoNEaP4QQq,[]
CrimesElon,Following the Tesla criminal enterprise from Europe.,,159,105,2704,2019-12-14 12:07:59,2020-12-10 19:59:58,0,@Enforce_Update @SEC_Enforcement @SEC_News What about all of Elon Musk’s lies? Did SEC enforce ANYTHING???,[]
abolfazldj1,,,104,13,42,2020-12-10 08:37:04,2020-12-10 19:59:05,57,"This news is like:

#Russia 🇷🇺 #Moscow to #StPetersburg
#Germany 🇩🇪 #Berlin to #Munich
#India 🇮🇳 #Mumbai to #Delhi
#Singapore 🇸🇬 #Jurong to #PasirRis 

List goes on... 😹🤷‍♂️

https://t.co/uXrD4lqM0d

@Forbes @elonmusk #ElonMusk #Forbes @Tesla @SpaceX #California #Texas ☓.com","[{'text': 'Russia', 'indices': [37, 44]}, {'text': 'Moscow', 'indices': [48, 55]}, {'text': 'StPetersburg', 'indices': [59, 72]}, {'text': 'Germany', 'indices': [73, 81]}, {'text': 'Berlin', 'indices': [85, 92]}, {'text': 'Munich', 'indices': [96, 103]}, {'text': 'India', 'indices': [104, 110]}, {'text': 'Mumbai', 'indices': [114, 121]}, {'text': 'Delhi', 'indices': [125, 131]}]"
sgliser,"I geek on web development, user experience, and home theater, and mobile tech. ΜΟΛΩΝ ΛΑΒΕ.","Kansas City, MO",1186,657,3322,2007-04-20 16:22:20,2020-12-10 19:58:15,4381,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
RadioBlackOn,The Best R&B station on the PLANET!,"Indianapolis, IN",1757,745,246535,2015-12-28 20:58:17,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/aUUfeyDbrV #MERIWEATHERASSOC https://t.co/6CQTUtKqE8,"[{'text': 'MERIWEATHERASSOC', 'indices': [84, 101]}]"
valley_design,"Small business website design, maintenance, and support of Wordpress websites.",19006,38,64,26446,2019-03-17 15:17:53,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/Q9J4ncjE8b https://t.co/AAxpH9sipv,[]
ronmc1,Networker for 26 years! Lets go,Canada,21159,19424,271538,2009-05-17 19:40:14,2020-12-10 19:55:33,0,Elon Musk seeks to raise $ 5 billion by selling Tesla stock https://t.co/2wPaSbTcIu https://t.co/h94QQUa2W8,[]
